model,acc_mean,acc_std,rmse_mean,rmse_std,mae_mean,mae_std
SNN_V2,0.5526000000000001,0.02679999999999998,0.6685781262056212,0.020082060635813723,0.44739999999999996,0.026799999999999994
FENS_MLP_V4,0.6417999999999999,0.022973027662892,0.5981933681382761,0.019096971366816606,0.3582,0.022973027662891974
SCOFNA_Conv_V4,0.6282,0.056619431293505586,0.6080244881562444,0.04589359217077011,0.3718,0.05661943129350559
